title,price,retail_price,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,badges_count,badge_local_product,badge_product_quality,badge_fast_shipping,tags,product_color,product_variation_size_id,product_variation_inventory,shipping_option_name,shipping_option_price,shipping_is_express,countries_shipped_to,inventory_total,origin_country,merchant_title,merchant_rating_count,merchant_rating,merchant_has_profile_picture
Robes d'été de mode féminine col en V dos nu robe en dentelle robes de plage robe blanche grande taille S-5XL,4.9,5,100,0,3.96,25,13.0,5.0,3.0,1.0,3.0,0,0,0,0,"Summer,summer dress,pleated dress,Lace,Beach,Plus Size,Lace Dress,backless dress,Women's Fashion,Mini dress,beach dress,Sleeveless dress,backless,wedding dress,white,Party Dresses,V-neck Dresses,Fashion,Dress,Necks",pink,XS,1,Livraison standard,1,0,26,50,CN,xiejiatang,32858,3.88553776857995,0
2019 Mode féminine New Flare Sleeve Boat Neck Off The Shoulder Blouse Summer Women Manches longues Poignets élastiques Taille Top Casual Slim Fit Lady Plus Size Tops,9.0,8,1000,0,3.85,183,88.0,34.0,28.0,11.0,22.0,0,0,0,0,"Summer,flaresleeveblouse,Long Sleeve,Plus size top,Women's Fashion,Plus Size,offtheshoulder,slim,Casual,Women Fashion,Slim Fit,blouse,long sleeve blouse,Waist,Sleeve,loose top,Tops,boatneckblouse,Necks,Women,Elastic,Boat,elasticblouse,Casual Tops,women top,Fashion",white,M,50,Livraison standard,3,0,55,50,CN,wangjiangxu,7076,3.968061051441493,0
Été Femmes Bretelles Imprimé Lâche Salopette Barboteuse Robe Shorts Hors Épaule Col En V Slim Robe De Plage,12.0,43,100,1,3.65,26,12.0,5.0,1.0,4.0,4.0,0,0,0,0,"Summer,Dress,slim,Floral dress,strap,loosejumpsuit,beach dress,striped dress,printed,Women's Jumpsuits,rompersforwomen,jumpsuit,Shorts,Necks,Beach,Slim Fit,Women's Fashion,Jumpsuits & Rompers,sleevelessjumpsuit,Women,women Jumpsuit,Rompers",darkblue,L,50,Livraison standard,3,0,52,50,CN,19 Miles,425,4.1105882352941165,0
Summer Beach Fashion Plus Size Femmes lâche manches courtes Blouses longues Plus Size Deep V-cou Party Dress Dames Casual Solid Color Beach Wear Maillot de bain Cover-up Short Linen Dress,7.0,30,1000,1,3.28,179,64.0,25.0,30.0,18.0,42.0,0,0,0,0,"blouse,Plus Size,Summer,Dress,short sleeves,V-neck,beach dress,Fashion,Casual,Deep V-Neck,Shorts,Tops & Blouses,Sleeve,summer dress,Women's Fashion,Swimsuit,Party Dress,Ladies,party,linen dress,Beach,loose dress,Swimming",white,XS,50,Livraison standard,2,0,109,50,CN,naturalcolor,13625,4.382091743119266,1
Women Fashion Ruffles - Ensemble deux pièces avec décolleté plongeant et pantalon skinny,7.0,8,1000,1,3.73,237,111.0,38.0,36.0,17.0,35.0,0,0,0,0,"Summer,Fashion,crop top,skinny pants,Casual pants,pants,Tops,Outfits,Long pants,Women's Fashion,Two Pieces,Women,ruffle,offtheshoulder,Two piece set,Necks",pink,XXS,6,Livraison standard,2,0,38,50,CN,SZLTHT999,67171,4.1023209420732165,0
2019 nouvelle mode femmes lâche col rond robe manches courtes couleur unie tenue décontractée,1.85,11,100,0,3.9,97,49.0,16.0,14.0,9.0,9.0,0,0,0,0,"Summer,Fashion,Necks,Sleeve,Dress,neck dress,short sleeves,Round neck,Women's Fashion,Shorts,Loose,Casual,Women",black,XXS,2,Livraison standard,1,0,40,50,unknown,Maryswill,91631,3.83793694273772,1
Grande taille femmes mode polka chemise décontractée dot lâche automne S-5XL,12.0,110,20000,1,4.04,2748,1530.0,500.0,295.0,145.0,278.0,0,0,0,0,"Plus Size,Shirt,tunic top,Long Sleeve,Tops,Loose,Women's Fashion,V-neck,Casual,ruffle top,Fashion,polka dot,Women",khaki,M,50,Livraison standard,3,0,41,50,CN,YYW COM,8191,4.190208765718471,0
Printemps et été dans le nouveau sud bordeaux coréen jupette marine foncée robe anti soleil avec une doublure jupe duveteuse jupe femme jupe plissée jupe à plis sexy,5.88,9,20000,0,4.07,6450,3383.0,1430.0,836.0,335.0,466.0,0,0,0,0,"Summer,sundress,Spring,fluffy,Dark,Women's Fashion,newskirt,burgundy,Navy,sexy,Pleated Skirt,fluffyshortskirt,Skirts,womanskirt,fluffydres,plussizeskirt,springskirt,fluffyskirt,Korean,darknavyskirt,burgundyskirt,Dress,Pleated",ivory,XXS,50,Livraison standard,2,0,55,50,CN,Shanghai Chaochao Store,12304,4.319001950585174,0
Womens Summer Bohemia Floral Beach Dress Ladies Kaftan Loose Sundress Plus Size,15.0,102,1000,0,4.23,483,279.0,105.0,51.0,27.0,21.0,0,0,0,0,"bohemia,Summer,Plus Size,Beach,Dress,longloosedres,kleid,beach dress,Floral dress,Ladies,boho,faketwopiecesdres,summer dress,vestido,Floral,women dress,Robes,Women's Fashion,Vintage dress",green,S,2,Livraison standard,4,0,40,50,CN,yourvogue,26833,4.235381805985168,0
FUERFITS - Women's Casual Beach - Summer Sleeveless - Robe d'été à bretelles réglables et à bretelles fleuries,8.0,75,20000,0,4.39,5254,3360.0,1065.0,500.0,159.0,170.0,0,0,0,0,"Swing dress,strapless,Summer,Dresses,Dress,Women's Fashion,strappy,knee length,Floral,party,Beach,Casual,sleeveless,Women",black & yellow,S,50,Livraison standard,2,0,36,50,CN,xidan1949,6719,4.447536835838666,0
Women's Sleeveless Spaghetti Strap Camouflage Print Package Hip Mini Robe Décontractée en coton Slim Fit Robes de soirée en coton ,9.0,8,10000,0,4.2,2749,1578.0,562.0,339.0,112.0,158.0,1,0,1,0,"Mini,dressesforwomen,sexy dresses,Dresses,Spaghetti,Dress,Spaghetti Strap,camouflage,Mini dress,Women's Fashion,package hip dress,t,party,sleeveless,Print,Party Dresses,Cotton,slim,Casual,Slim Fit",purple,M,50,Livraison standard,3,0,43,50,CN,snowgirl,36361,3.9675201452105284,0
2020 Summer Dress Women Fashion Printed BTS Sexy Short Skirt Casual Short Sleeve Cotton Beach Dress,9.0,8,50,0,3.0,2,1.0,0.0,0.0,0.0,1.0,0,0,0,0,"Women's Fashion,Summer,Fashion,Sleeve,Beach,Dress,summer dress,short sleeves,Mini dress,Summer Fashion,beach dress,Shorts,printed,Sexy Dress,women clothes,women dress,sexy,Cotton,Skirts,Casual,Women",brown,S,50,Livraison standard,3,0,38,50,CN,uei635w,62,3.7741935483870965,0
2019 Nouveau Style Mode D'été Femmes Casual One Piece Slim Fit Bretelles Jupe Robe Sans Manches Couleur Unie Slip Dress,8.0,9,100,0,3.38,94,34.0,13.0,19.0,11.0,17.0,0,0,0,0,"Summer,Fashion,high waist,slim dress,Skirts,Dress,summer dress,Mini dress,Women,slim,women's dress,Sleeveless dress,sleeveless,princess dress,Beach,onepiece,Slim Fit",winered,S,50,Livraison standard,2,0,41,50,CN,weilongs,4955,4.005247225025227,0
Femmes Été Casual Manches Courtes Col Rond Manches Évasées Robes Couleur Unie Robes Lâches Robes Courtes Plus La Taille,6.0,6,100,0,3.3,102,35.0,18.0,15.0,11.0,23.0,0,0,0,0,"Splicing,Plus Size,sleeve dress,Necks,Sleeve,Summer,women casual dress,Dress,Women's Fashion,gauzenet,Round neck,roundneckflared,Party Dress,Shorts,shortsleevesdres,solid color,looseshortdres,Casual",red,XS,50,Livraison standard,2,0,31,50,CN,SEABOY2,5841,4.2177709296353365,0
Summer Short Sleeve Slim Bodycon Women Sexy T-shirt Elastic Cotton Tee Top,4.7,19,100,0,3.87,15,7.0,3.0,3.0,0.0,2.0,0,0,0,0,"Summer,Shorts,Shirt,Elastic,teetop,Tops,short sleeves,slim shirts,T Shirts,Fashion,sexy,Women's Fashion,Sleeve,Women",black,S,43,Livraison standard,1,0,41,50,CN,ChicPopular,14327,4.192084874712082,0
2019 Femmes Nouvelle Mode Robe Stretchy Camisole Robe Spaghetti Strap Backless Sans Épaule Longue Débardeur Slip Summer Fashion Floral Mini Dress,6.0,7,1000,0,3.67,258,108.0,58.0,34.0,16.0,42.0,0,0,0,0,"slim dress,Strapless Dress,Fashion,Tank,Mini,Dress,Tops,V Neckdress,Floral dress,Mini dress,Floral,Women,Sleeveless dress,Summer,tank top,Summer Fashion,women dress,backless,Spaghetti,Bodycon Dress,casual dress",beige,XS,3,Livraison standard,2,0,40,50,CN,see you,2685,3.9500931098696466,0
 Summer Women s Fashion Lace Up Tie Pants Plus Size Casual High Waist Short Pants(S-5XL),4.93,6,100,0,3.77,47,22.0,7.0,8.0,5.0,5.0,0,0,0,0,"Summer,Shorts,Lace,pants,Waist,Short pants,Yellow,Women's Fashion,Plus Size,Lace Up,Women,Fashion,Casual,high waist",red,S,1,Standard Shipping,1,0,41,50,CN,SaraHouse,17752,3.8996732762505633,0
Mini robe de soirée décontractée sans manches pour femmes,3.0,3,1000,0,3.94,426,213.0,88.0,54.0,29.0,42.0,0,0,0,0,"Mini,Club Dress,womens dresses,Summer,fashion dress,Dress,Mini dress,Women's Fashion,Party Dress,backless,party,Sexy Dress,summer dresses,sexy,Casual,sleeveless",gray,S,50,Livraison standard,1,0,32,50,CN,211670008@qq.com,43676,4.283611136550967,0
Nouveau T-shirt d'été 4 couleurs pour femmes à manches courtes en dentelle de couleur unie à manches courtes et col en V T-shirt Fitness Causal Summer Pullover Sweatshirt grande taille S-5XL,8.0,17,5000,1,3.94,787,394.0,156.0,104.0,60.0,73.0,0,0,0,0,"Summer,Plus Size,Lace,Women Blouse,blacktshirt,short sleeves,casual shirt,slim shirts,Women's Fashion,Fashion,sexy lace,V-neck,sexy,Sweatshirts,Necks,Shorts,Shirt,Sleeve,Tops,Fitness,lace shirts,Pullovers,comfortableshirt,T-Shirt womens,solid color,Short Sleeve T-Shirt",black,M,50,Livraison standard,2,0,43,50,CN,duoleh,2700,4.046296296296297,0
XS-8XL Plus La Taille Sans Manches D'été Tops Mode Vêtements Femmes Casual Floral Imprimé Blouses Dames Plage Porter Des Chemises Plissées Deep V-cou Débardeurs,2.0,2,5000,1,3.87,320,154.0,65.0,44.0,20.0,37.0,0,0,0,0,"Summer,Plus Size,Deep V-Neck,Pleated,tank top,Ladies,Women's Fashion,Fashion,sleeveless tops,chiffon blouse,Casual T-Shirt,Floral,Tank,summer tops,Clothes,blouse,Floral print,Shirt,loose shirt,Tops,Casual,V-neck,sleeveless,women top,Beach,printed",black,XS,1,Livraison standard,1,0,20,50,CN,zjyuanhang.1,1029,3.9659863945578233,0
Robe d'été décontractée sans manches pour femmes Robe de plage sans manches Robe de soirée mini-robe courte de plage,8.0,47,10000,0,4.14,2360,1316.0,487.0,286.0,116.0,155.0,0,0,0,0,"Mini,Shorts,Summer,fashion dress,Dress,Women's Fashion,Mini dress,beach dress,party,sleeveless,Beach,Casual,Women",winered,S,50,Livraison standard,2,0,45,50,CN,Sammy ,139788,4.166509285489456,0
"Maillot de bain Bandage Bikini Bikini Femme Maillot de bain dos nu Maillot de bain Push Up Maillot une pièce Grande Taille XL,XXL,XXXL",14.0,12,10000,1,3.65,3574,1464.0,713.0,586.0,309.0,502.0,0,0,0,0,"bathing suit,Plus Size,Halter,onepiece,Swimwear,Swimsuit,Bikini,Fashion,trending,sexy,Women,Women's Fashion,Swimming",black,XL,50,Livraison standard,4,0,32,50,CN,DAKARING,16064,4.2237923306772895,0
INCERUN Été Hommes Chemises À Manches Courtes Vert Bleu Jaune Casual Chemises En Lin De Coton Henley,15.0,68,1000,1,3.87,546,257.0,112.0,87.0,30.0,60.0,0,0,0,0,"Blues,Summer,Shorts,Shirt,Sleeve,cottonlinenshirt,Tops,short sleeves,casual shirt,henley,Casual,T Shirts,Green,Yellow,Fashion Men,Men's Shirt,linentop,Cotton",yellow,L,50,Livraison standard,4,0,40,50,CN,No1fashions,6775,4.184059040590406,0
"Femmes demi-manches lâches chemises d'été décontractées chemisier hauts, plus la taille XS-8XL",8.0,7,5000,0,4.23,870,530.0,163.0,82.0,39.0,56.0,0,0,0,0,"blouse,Summer,Womens Blouse,long sleeve blouse,Shirt,Sleeve,Women Blouse,Plus Size,Blouses & Shirts,casual shirt,Casual,Tops,Women's Fashion,blouse women,Casual T-Shirt,Tops & Blouses,Printed T Shirts,Fashion,long sleeve shirt,Women",multicolor,S,50,Livraison standard,2,0,21,50,CN,shaomengna,2380,4.251260504201681,0
Nouvelle arrivée femmes été sexy robe de soirée élégante sans manches col roulé mini robe,5.67,19,100000,0,3.53,18393,6769.0,3404.0,3658.0,2003.0,2559.0,0,0,0,0,"slim dress,Mini,Elegant,Dress,Mini dress,turtleneck,Women's Fashion,Party Dress,Summer,party,Sleeveless dress,Elegant Dress,women dress,sexy,Clothing,sleeveless,Women",grey,M,50,Livraison standard,1,0,37,50,CN,fashionstore0408,19248,3.889131338320865,0
ZANZEA Femmes Été Col Rond À Manches Courtes Coton Robe De Base Robes De Couleur Unie,14.0,84,5000,0,4.22,686,388.0,165.0,69.0,23.0,41.0,0,0,0,0,"basicdres,womencottondres,Fashion,Necks,Sleeve,Summer,Dresses,Vintage,Dress,women long dress,short sleeves,Round neck,Women's Fashion,Shorts,roundneckdres,Cotton,women summer dress,Casual,pregnancydres,Women",grey,M,50,Livraison standard,3,0,40,50,CN,ZanzeaFashion,32386,4.260791700117335,0
Mode féminine décontracté col en v sans manches bretelles spaghetti paillettes débardeurs,7.0,43,1000,1,3.36,130,54.0,14.0,20.0,9.0,33.0,0,0,0,0,"Fashion,Tank,Sexy Top,Spaghetti,Tops,Spaghetti Strap,V-neck,Casual,Women's Fashion,tank top,sleeveless,sequin top,Nightclub Tops,summer tops,Women Fashion",pink,XS,3,Livraison standard,2,0,42,50,CN,fghetu,6731,3.98499480017828,0
Women's Sleeveless Sleeveless Deep V-neckage Package Hip Zipper Tunic Shirt Tunic Vest Casual Women Fashion Slim Fit Cotton Tee Tee Top Tank Top ,9.0,8,20000,1,3.94,4304,2089.0,901.0,650.0,287.0,377.0,0,0,0,0,"tank top women,Vest,Fashion,Cotton T Shirt,tunic top,slim,tank top,Women's Fashion,tanktopforwomen,V-neck,tunic,zippers,summer tops,Women,Deep V-Neck,Cotton,Tank,Shirt,Tops,Slim Fit,Casual,womens sexy tops,tunicsforwomen,sleeveless,deep v neck top,bodycon top",white,M,50,Livraison standard,3,0,41,50,CN,paoyeye,18877,4.079885575038406,0
New Women Fashion Shorts Yoga Shorts Summer Beach Short Athletic Shorts Pants Sport Shorts Gym Workout Waistband Casual Shorts,11.0,26,100,1,5.0,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,"Summer,elastic waist,Yoga,pants,Shorts,Beach,buttlifting,Short pants,sportshort,yogashort,plussizepant,Athletics,Women's Fashion,leggingspant,pantsplussize,croppedpant,athleticshort,Fashion,Casual,Sport,Women",black,S,15,Livraison standard,3,0,80,50,CN,Newgate,8685,4.1407023603914785,0
Costume de sport cool pour hommes d'été Vêtements de sport Costumes de jogging décontractés Ensembles de tenues à manches courtes,16.0,14,10,0,3.0,3,0.0,2.0,0.0,0.0,1.0,0,0,0,0,"Summer,Shorts,women's jogging suits,Sleeve,shortsleeveset,Short pants,summersuitset,short sleeves,Sport,summerpant,mensjoggingsuit,Suits,Sport Suits,short sleeve shirt,Outfits,men's suits,Casual",green,S.,2,Livraison standard,4,0,34,50,CN,qiaopiaduxiu,31,3.548387096774193,0
Mini robe de soirée décontractée sans manches pour femmes,6.0,7,100,0,3.31,36,11.0,6.0,9.0,3.0,7.0,0,0,0,0,"Mini,womens dresses,Summer,sleevele,Dress,Mini dress,Women's Fashion,Fashion,backless,party,sexy,summer dresses,Women S Clothing,Casual,sleeveless",armygreen,XXS,1,Livraison standard,2,0,40,50,CN,zaitaowanggou,4856,4.167627677100494,0
9 couleurs hommes 2019 été coton respirant mince manches courtes boutons de couleur unie T-shirts chemises décontractées,12.0,17,1000,0,3.36,230,75.0,41.0,48.0,23.0,43.0,0,0,0,0,"Summer,Shorts,Shirt,Man t-shirts,slim,casualmensshirt,T Shirts,Men's Fashion,Men's Shirt,Men Tops,Short Sleeve T-Shirt,Beach,Casual,Cotton",pink,M,50,Livraison standard,3,0,34,50,CN,fjrwzy,1837,4.160587915078933,0
1 pcs Shorts de course pour hommes 2 en 1 Sports Jogging Fitness Shorts Formation d'été Séchage rapide Court Gym Shorts Pantalon de sport,16.0,14,100,1,3.28,18,7.0,2.0,3.0,1.0,5.0,0,0,0,0,"Summer,Training,Shorts,Running,pants,Gym,Fitness,jogging,quickdry,Men's Fashion,2in1short,Sport,sportsshort",black,L,50,Livraison standard,5,0,81,50,CN,highspring,901,3.982241953385128,1
Mode féminine à manches courtes col rond Débardeurs T-shirt imprimé plumes,12.0,17,1000,0,4.21,103,60.0,20.0,13.0,5.0,5.0,0,0,0,0,"Summer,Collar,Fashion,Tank,Sleeve,Women Vest,Round Collar,Tops,T Shirts,tank top,short sleeves,Women's Fashion,Shorts,featherprint,Print,sleeveless,feather,Casual",white,M,50,Livraison standard,3,0,43,50,CN,HUASHU co. ltd.,20478,3.9103428069147377,1
Été Femmes Sexy Robe Longue Sans Manches Col En V Casual Beach Party Dress Robe d'été Plus La Taille S-5XL,13.0,68,100,1,3.48,121,50.0,18.0,19.0,8.0,26.0,0,0,0,0,"Summer,Plus Size,party,Necks,sundress,long dress,plus size dress,Dress,summer dress,Women's Fashion,Party Dress,spaghettistrapdres,ladiesdresse,Sexy Dress,women dress,sexy,Women,Beach,Casual,sleeveless,casual dress",black,S,12,Livraison standard,3,0,40,50,CN,MoWoMo,18079,4.194922285524642,0
New Women Fashion Summer Casual Party Party Beach Maxi Beachwear Beachwear Bikini Cover-Up,11.0,38,5000,0,3.91,1433,699.0,283.0,211.0,102.0,138.0,0,0,0,0,"Summer,Fashion,Casual,Dress,summer dress,beach wear,beachwearbikini,Bikini,Women's Fashion,Party Dress,party,maxi dress,women dress,Beach,Maxis,Women",white,S,50,Livraison standard,2,0,63,50,CN,886806Blw,30225,4.267890818858561,0
"Pantalon à lacets à la mode pour femmes d'été, plus la taille Pantalon court à taille haute décontracté",3.71,6,1000,1,3.45,181,69.0,29.0,33.0,14.0,36.0,0,0,0,0,"Summer,Shorts,high waist shorts,high waist,Casual pants,pants,summer shorts,Waist,Slim Fit,Short pants,Women's Fashion,Plus Size,Lace Up,Women,Fashion,Casual,Lace",yellow,XS,3,Livraison standard,1,0,42,50,CN,Zaamami,9651,4.079162781058957,0
Femmes d'été mode sexy robe de soirée irrégulière imprimé floral dos nu moulante robes de glissement Mei,6.0,9,1000,0,3.8,245,118.0,44.0,33.0,15.0,35.0,0,0,0,0,"Summer,Fashion,Floral print,Dress,Print,Women's Fashion,Party Dress,backless,sexy,Floral,party,Women Fashion,Women",grey,XXS,1,Livraison standard,2,0,40,50,CN,loft415,7363,4.106342523427951,0
Gilet d'entraînement d'été en dentelle sans manches pour femmes 5 couleurs avec débardeur en dentelle.,6.0,6,5000,1,3.89,1229,583.0,258.0,179.0,92.0,117.0,0,0,0,0,"Summer,Vest,Fashion,Tank,Lace,lace top,Tops,tank top,Women's Fashion,gothic,sexy,workout top,sleeveless,women top,Casual,Women",grey,S,50,Livraison standard,2,0,41,50,CN,Adrea boutique,14676,4.07420278004906,0
Pantalon à bretelles d'été pour femmes Shorts décontractés Shorts sans manches Barboteuses Jumpsuit Jarretelles Pantalon Salopette,12.0,16,5000,0,3.28,701,245.0,109.0,103.0,87.0,157.0,0,0,0,0,"suspenders,Summer,Women Rompers,Shorts,pants,summer shorts,Overalls,women shorts,Women's Fashion,Jumpsuits & Rompers,bibpant,sleeveless,Women,women Jumpsuit,Casual,trousers,jumpsuit",jasper,S,50,Livraison standard,3,0,20,50,CN,yushimaoyi,3990,3.897243107769424,0
Cristal paillettes bracelet de cheville ensemble pour les femmes plage pied bijoux Vintage déclaration éléphant lune chaîne charme bracelets de cheville Bracelet Boho style rétro fête d'été alliage bijoux,2.0,2,50000,0,4.01,7575,4182.0,1317.0,857.0,429.0,790.0,0,0,0,0,"Summer,Anklets,Chain,Elephant,Women's Fashion,Charm,braceletset,retro style,Jewelry,bohemianjewelry,ankletchain,barefootjewelry,Bracelet,Moon,Crystal,boho,retro,Vintage,party,Women,Beach",unknown,3 layered anklet,50,Livraison standard,1,0,51,50,CN,xixi520,229199,4.165079254272488,0
Plus Size S-3XL New Women Fashion Loose Pants Pantalon ample taille haute Pantalon neuvième pantalon Pantalon Pantalon en lin,5.0,5,5000,0,3.3,1013,326.0,170.0,193.0,125.0,199.0,0,0,0,0,"trousers,high waist,Casual pants,pants,Women's Fashion,Long pants,pencil pants,Plus Size,loosepant,women trousers,Women,Fashion,Waist",lightkhaki,S,50,Livraison standard,2,0,32,50,CN,Bruce Sky,13510,4.297335307179867,1
Sexy Women Gilet d'été Top Sleeveless Blouse Blouse T-shirt Tank Tops Casual T Shirt Better SS,4.66,11,50000,1,4.01,10122,5274.0,1869.0,1519.0,684.0,776.0,0,0,0,0,"blouse,Summer,Vest,Fashion,Tank,Lace,sleevelessblouse,Tops,Women's Fashion,T Shirts,sexy,sleeveless,Casual,Women",purple,M,1,Livraison standard,1,0,44,50,CN,Ice Scream,203805,4.216476533941759,0
L'âme d'une sirène Femmes Débardeurs Mode Gilet d'été Chemise Casual Graphic Tees Plus Size,8.0,22,100,1,4.0,17,9.0,4.0,0.0,3.0,1.0,0,0,0,0,"Summer,Vest,Fashion,Cotton Shirt,Shirt,graphic tee,Tops,Women's Fashion,tank top,Sleeveless Shirt,Racer back tank,women t shirt,Plus Size,mermaid,Tank,summervest,Casual,Women Fashion,Women",blue,S,50,Livraison standard,2,0,43,50,CN,witkey BL,65189,4.049640276733805,0
New Vogue Women Summer Sofy Casual   Funny Printed Sleeveless Long T Shirts  Mini Dress  Plus Size,8.0,9,1000,1,3.95,63,32.0,12.0,10.0,2.0,7.0,0,0,0,0,"vesttop,Mini,sleeveless,Plus Size,Shirt,minidresselvendre,Summer,Dress,printedvest,tank top,Mini dress,Funny,Women's Fashion,sleevelesstshirt,printed,Casual T-Shirt,lotusprinted,vogue,Casual,longshirtsforwomen,Women",black,S,50,Livraison standard,3,0,41,50,CN,CVhart,36913,3.949421612981877,1
Femmes Style de mode Denim Shorts taille haute Pantalons d'été Femmes Shorts Jeans,5.0,5,1000,1,4.1,166,95.0,28.0,21.0,9.0,13.0,1,0,1,0,"Summer,Panties,plus size jeans,Casual pants,Bottom,women's pants,Denim,pants,Short pants,Women's Fashion,Shorts,high waisted pants,Jeans,Fashion,shortsforwomen,Women",white,S,1,Livraison standard,2,0,42,50,CN,aiqianxiege,13909,4.356819325616507,0
NOUVELLE Femmes D'été Col Rond Robe Casual Sans Manches Robe Imprimé Floral Robe Slim Fleur Robe Plus La Taille,6.0,6,10000,1,4.0,1244,648.0,233.0,180.0,76.0,107.0,0,0,0,0,"slim dress,fashion women,Plus Size,Floral,Necks,Summer,Dresses,Dress,neck dress,Round neck,floralprinted,Women's Fashion,Sleeveless dress,Flowers,dress slim,sleeveless,Women,slim,Casual,printed",black & white,S,47,Livraison standard,2,0,35,50,CN,f40051ab1zhong9,12974,3.965700632033297,0
Lettre Imprimer Tie Dye Halter Sans Manches Longue Robe D'été Coton Bohème Robe,18.0,59,10,0,2.67,6,1.0,0.0,3.0,0.0,2.0,0,0,0,0,"Summer,Fashion,halter dress,letter print,long dress,Dress,Women's Fashion,Tie Dye,sleeveless,Dyes,bohemian,Women,Halter,boho,Sleeveless dress,Print,bohemian dress,Cotton",pink,S,50,Livraison standard,5,0,34,50,CN,Beautiful Angel Fashion Store,2038,4.5014720314033365,0
Women Loose - Vestido d'été décontracté et décontracté avec poches à pois à pois au col en V pour femme,8.0,7,20000,1,3.8,9330,4150.0,1941.0,1495.0,731.0,1013.0,0,0,0,0,"Summer,Strapless Dress,Fashion,long dress,polka dot,summer dress,Polkas,spaghettistrapdre,V-neck,Casual,Pocket,Women's Fashion,Sleeveless dress,polka dot dress,maxi dress,Dress,women dress,loose dress,Women",black,XS,49,Livraison standard,2,0,38,50,CN,Happygirl International Shopping Park,70773,4.038319698189988,0
Robe décontractée d'été à manches courtes à manches courtes pour femmes,11.0,10,100,1,3.8,10,5.0,1.0,2.0,1.0,1.0,0,0,0,0,"sleeve v-neck,Summer,Plus Size,Sleeve,Dresses,Dress,short sleeves,V-neck,Women's Fashion,Shorts,solid color,Casual",yellow,XS,10,Livraison standard,2,0,26,50,CN,alabaostore,247,3.94331983805668,0
Femmes été chemise à manches courtes hors épaule lettre imprimer je ne suis pas vieux je suis une chemise en coton classique hauts mode dessin animé voiture chemise,5.0,25,10000,1,4.19,494,300.0,80.0,52.0,34.0,28.0,0,0,0,0,"Summer,Plus Size,letter print,Classics,Graphic Shirt,short sleeves,vintageshirt,Women's Fashion,Fashion,off shoulder,Cartoons,Cotton,Shorts,Cotton Shirt,Shirt,Sleeve,graphic tee,Cars,Tops,shirt women,Print,Women,tops for women",white,XS,35,Livraison standard,2,0,43,50,CN,jiangshanpu,4524,3.865384615384616,0
Pantalon de mode d'été Femmes Leggings Pantalon déchiré Pantalon slim Pantalon vert armée Collants,5.0,10,100,0,4.08,12,7.0,2.0,1.0,1.0,1.0,0,0,0,0,"Summer,Leggings,Fashion,high waist,pants,slim,Women's Fashion,trousers,Green,Army,Women",wine,XXS,1,Livraison standard,2,0,40,50,CN,papastees,4150,4.252289156626507,0
2020 Spring and Summer New Casual Lens Round Neck Cotton Sweater,26.0,168,100,1,4.15,20,9.0,8.0,1.0,1.0,1.0,0,0,0,0,"Summer,Fashion,Necks,Long Sleeve,Spring,Sweaters,Loose,Lens,Pullovers,Round neck,Casual,Casual sweater,Sweatshirts,Cotton,sweatersformen,Men Tops",black,M,50,Livraison standard,7,0,17,50,CN,sonvgfht,131,3.854961832061069,0
Robe sans manches femmes été décontracté imprimé débardeur robe grande taille robe,6.0,6,100,0,3.83,18,9.0,3.0,2.0,2.0,2.0,0,0,0,0,"Summer,Plus Size,Tank,Dresses,Dress,Loose,Mini dress,Women's Fashion,Sleeveless dress,off shoulder,printed,summer dress,sleeveless,women dress,Casual,Women",black & yellow,XS,3,Livraison standard,2,0,23,50,CN,liuzongbin369,116,3.775862068965517,0
Spring Summer Women Fashion Loose Causal Lace Sleeveless Pure Color  Vest Sexy Loose V Neck Tank Tops for Ladies Plus Size XS-5XL,5.78,9,100,1,3.71,28,15.0,3.0,2.0,3.0,5.0,0,0,0,0,"blouse,Summer,Vest,Fashion,Tank,Lace,Spring,Pure Color,tank top,Ladies,Women's Fashion,Plus Size,Cami Tank Tops,sexyblousetop,Summer Fashion,sleeveless,sexy,Women,Tops,Necks",black,XS,14,Livraison standard,2,0,43,50,CN,sunnygee,33855,3.917353418992764,0
2019 Summer Women Plus Size Genou-longueur Sling dress Sans manches Casual Long Dress,5.0,7,20000,1,4.13,2409,1337.0,495.0,296.0,117.0,164.0,0,0,0,0,"Summer,Women's Fashion,Plus Size,black,long dress,sleeveless,Dress,Fashion,Casual,Women",winered,S,13,Livraison standard,2,0,28,50,CN,shuilingjiao international trade company,88193,4.0808907736441675,1
Short de motard en dentelle noire pour femmes Activewear Summer Athleisure Shorts skinny taille haute femme S-XXL,5.73,5,100,0,3.86,7,5.0,0.0,0.0,0.0,2.0,0,0,0,0,"Lace,Summer,Shorts,high waist shorts,high waist,lace trim,laceshort,blacklacetrim,summer shorts,biker,womans fashion,skinnyshort,solidbiker,black,summerathleisure,Women,shortsforwomen,black lace,Women's Fashion,Waist",white,M,50,Livraison standard,2,0,42,50,CN,simply spell,885,4.15593220338983,1
